ID,T (generations),α (fertility),N (founders),B (blocks),d (deterministic),Grader threshold,N1,B1,N2,B2,N3,B3,N4,B4
1758,4,8,100,1000,1,0.5,100,99,100,94,98,63,,
1758,4,8,100,1000,1,0.75,99,98,98,93,78,52,,
1758,4,8,100,1000,1,1,92,91,42,40,0,0,,
1758,4,8,100,5000,1,0.5,100,99,100,95,100,68,,
1758,4,8,100,5000,1,0.75,100,99,100,95,100,68,,
1758,4,8,100,5000,1,1,99,98,95,90,62,42,,
1758,4,8,100,15000,1,0.5,100,,100,95,100,68,,
1758,4,8,100,15000,1,0.75,100,,99,94,96,65,,
1758,4,8,100,15000,1,1,99,,96,91,76,51,,
1759,4,8,100,1000,1,0.5,100,99,100,93,90,59,,
1759,4,8,100,1000,1,0.75,99,98,95,89,60,40,,
1759,4,8,100,1000,1,1,93,92,42,39,0,0,,
1759,4,8,100,5000,1,0.5,100,99,100,94,100,69,,
1759,4,8,100,5000,1,0.75,100,99,99,93,94,64,,
1759,4,8,100,5000,1,1,100,99,93,88,70,47,,
1759,4,8,100,15000,1,0.5,100,,100,94,100,69,,
1759,4,8,100,15000,1,0.75,100,,99,93,96,66,,
1759,4,8,100,15000,1,1,100,,93,88,64,44,,
1759,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1759,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1759,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1760,4,8,100,1000,1,0.5,100,98,99,93,92,62,,
1760,4,8,100,1000,1,0.75,99,98,91,86,52,35,,
1760,4,8,100,1000,1,1,93,92,52,49,0,0,,
1760,4,8,100,5000,1,0.5,100,98,100,94,100,69,,
1760,4,8,100,5000,1,0.75,100,98,99,94,94,66,,
1760,4,8,100,5000,1,1,99,98,94,89,60,42,,
1760,4,8,100,15000,1,0.5,100,,100,94,100,70,,
1760,4,8,100,15000,1,0.75,100,,97,92,96,67,,
1760,4,8,100,15000,1,1,99,,91,86,52,36,,
1760,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1760,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1760,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1761,4,8,100,5000,1,0.5,100,99,100,95,100,69,,
1761,4,8,100,5000,1,0.75,100,99,99,94,98,67,,
1761,4,8,100,5000,1,1,100,99,96,92,80,55,,
1761,4,8,100,15000,1,0.5,100,,100,94,100,69,,
1761,4,8,100,15000,1,0.75,100,,98,93,94,64,,
1761,4,8,100,15000,1,1,100,,93,88,70,48,,
1761,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1761,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1761,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1762,4,8,100,1000,1,0.5,100,99,99,93,96,63,,
1762,4,8,100,1000,1,0.75,99,98,92,86,60,40,,
1762,4,8,100,1000,1,1,93,92,45,43,0,0,,
1762,4,8,100,5000,1,0.5,100,99,100,94,100,68,,
1762,4,8,100,5000,1,0.75,100,99,99,94,98,67,,
1762,4,8,100,5000,1,1,100,99,95,90,68,47,,
1762,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1762,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1762,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1763,4,8,100,1000,1,0.5,100,99,99,93,98,65,,
1763,4,8,100,1000,1,0.75,99,98,96,90,74,51,,
1763,4,8,100,1000,1,1,94,93,53,50,0,0,,
1763,4,8,100,5000,1,0.5,100,99,100,94,100,68,,
1763,4,8,100,5000,1,0.75,100,99,99,94,98,67,,
1763,4,8,100,5000,1,1,99,98,97,92,74,51,,
1763,4,8,100,15000,1,0.5,100,,100,94,100,69,,
1763,4,8,100,15000,1,0.75,100,,99,93,96,66,,
1763,4,8,100,15000,1,1,99,,97,92,80,55,,
1763,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1763,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1763,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1764,4,8,100,1000,1,0.5,100,99,99,94,98,65,,
1764,4,8,100,1000,1,0.75,99,98,97,91,76,51,,
1764,4,8,100,1000,1,1,93,92,51,48,0,0,,
1764,4,8,100,5000,1,0.5,100,99,99,94,100,68,,
1764,4,8,100,5000,1,0.75,100,99,98,93,92,63,,
1764,4,8,100,5000,1,1,99,98,96,91,64,44,,
1764,4,8,100,15000,1,0.5,100,,100,94,100,70,,
1764,4,8,100,15000,1,0.75,100,,98,93,96,67,,
1764,4,8,100,15000,1,1,99,,95,90,70,48,,
1764,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1764,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1764,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1765,4,8,100,1000,1,0.5,100,99,99,93,98,65,,
1765,4,8,100,1000,1,0.75,99,98,97,92,82,55,,
1765,4,8,100,1000,1,1,95,94,60,57,2,1,,
1765,4,8,100,5000,1,0.5,100,99,100,94,100,68,,
1765,4,8,100,5000,1,0.75,100,99,99,93,94,64,,
1765,4,8,100,5000,1,1,100,99,94,89,68,47,,
1765,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1765,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1765,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1766,4,8,100,1000,1,0.5,100,99,100,94,98,64,,
1766,4,8,100,1000,1,0.75,99,98,99,93,72,49,,
1766,4,8,100,1000,1,1,92,91,42,40,0,0,,
1766,4,8,100,5000,1,0.5,100,99,100,94,100,68,,
1766,4,8,100,5000,1,0.75,100,99,99,94,98,67,,
1766,4,8,100,5000,1,1,99,98,93,88,62,43,,
1766,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1766,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1766,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1767,4,8,100,1000,1,0.5,99,98,100,93,96,61,,
1767,4,8,100,1000,1,0.75,99,98,94,88,56,37,,
1767,4,8,100,1000,1,1,95,94,52,49,0,0,,
1767,4,8,100,5000,1,0.5,100,99,100,94,100,68,,
1767,4,8,100,5000,1,0.75,100,99,99,94,98,67,,
1767,4,8,100,5000,1,1,100,99,95,90,62,42,,
1767,4,8,100,15000,1,0.5,100,,100,94,100,68,,
1767,4,8,100,15000,1,0.75,100,,99,93,94,64,,
1767,4,8,100,15000,1,1,100,,95,90,60,41,,
1767,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1767,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1767,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1768,4,8,100,1000,1,0.5,100,98,99,93,96,65,,
1768,4,8,100,1000,1,0.75,99,98,95,89,62,43,,
1768,4,8,100,1000,1,1,93,92,46,43,0,0,,
1768,4,8,100,5000,1,0.5,100,98,100,94,98,68,,
1768,4,8,100,5000,1,0.75,100,98,99,93,96,68,,
1768,4,8,100,5000,1,1,99,98,90,85,54,37,,
1768,4,8,100,15000,1,0.5,100,,100,94,100,70,,
1768,4,8,100,15000,1,0.75,100,,99,94,98,68,,
1768,4,8,100,15000,1,1,99,,91,86,60,42,,
1768,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1768,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1768,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1769,4,8,100,1000,1,0.5,100,99,99,92,94,61,,
1769,4,8,100,1000,1,0.75,99,99,94,88,48,32,,
1769,4,8,100,1000,1,1,93,93,43,41,0,0,,
1769,4,8,100,5000,1,0.5,100,99,100,94,100,69,,
1769,4,8,100,5000,1,0.75,100,99,97,92,88,60,,
1769,4,8,100,5000,1,1,100,99,88,84,48,32,,
1769,4,8,100,15000,1,0.5,100,,100,94,100,68,,
1769,4,8,100,15000,1,0.75,100,,98,93,92,63,,
1769,4,8,100,15000,1,1,100,,94,89,66,45,,
1769,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1769,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1769,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1770,4,8,100,1000,1,0.5,100,99,100,94,96,64,,
1770,4,8,100,1000,1,0.75,99,98,98,93,84,57,,
1770,4,8,100,1000,1,1,94,93,53,50,0,0,,
1770,4,8,100,5000,1,0.5,100,99,100,94,100,69,,
1770,4,8,100,5000,1,0.75,100,99,99,94,98,67,,
1770,4,8,100,5000,1,1,100,99,96,91,72,50,,
1770,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1770,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1770,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1771,4,8,100,1000,1,0.5,100,99,100,94,96,62,,
1771,4,8,100,1000,1,0.75,99,98,98,93,78,52,,
1771,4,8,100,1000,1,1,93,93,51,48,0,0,,
1771,4,8,100,5000,1,0.5,100,99,100,95,100,68,,
1771,4,8,100,5000,1,0.75,100,99,100,95,100,68,,
1771,4,8,100,5000,1,1,99,98,97,92,80,54,,
1771,4,8,100,15000,1,0.5,100,,100,95,100,68,,
1771,4,8,100,15000,1,0.75,100,,100,95,100,68,,
1771,4,8,100,15000,1,1,99,,96,91,78,52,,
1771,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1771,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1771,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1772,4,8,100,1000,1,0.5,100,98,98,92,90,60,,
1772,4,8,100,1000,1,0.75,99,98,93,88,52,36,,
1772,4,8,100,1000,1,1,93,92,42,39,0,0,,
1772,4,8,100,5000,1,0.5,100,98,100,94,100,69,,
1772,4,8,100,5000,1,0.75,100,98,98,93,90,63,,
1772,4,8,100,5000,1,1,99,98,91,86,54,38,,
1772,4,8,100,15000,1,0.5,100,,99,93,98,68,,
1772,4,8,100,15000,1,0.75,100,,98,93,94,65,,
1772,4,8,100,15000,1,1,99,,90,85,52,36,,
1772,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1772,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1772,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1773,4,8,100,1000,1,0.5,100,99,100,94,96,61,,
1773,4,8,100,1000,1,0.75,99,98,98,92,58,38,,
1773,4,8,100,1000,1,1,94,93,47,44,0,0,,
1773,4,8,100,15000,1,0.5,100,,100,94,100,68,,
1773,4,8,100,15000,1,0.75,100,,97,92,92,63,,
1773,4,8,100,15000,1,1,99,,93,88,62,41,,
1773,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1773,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1773,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1774,4,8,100,1000,1,0.5,100,98,99,94,94,63,,
1774,4,8,100,1000,1,0.75,99,98,95,90,74,50,,
1774,4,8,100,1000,1,1,94,93,48,46,0,0,,
1774,4,8,100,5000,1,0.5,100,98,99,94,100,69,,
1774,4,8,100,5000,1,0.75,100,98,98,93,94,65,,
1774,4,8,100,5000,1,1,99,98,92,88,62,42,,
1774,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1774,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1774,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1775,4,8,100,15000,1,0.5,100,,100,94,98,68,,
1775,4,8,100,15000,1,0.75,100,,96,91,86,59,,
1775,4,8,100,15000,1,1,100,,88,83,42,29,,
1775,4,8,100,25000,1,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1775,4,8,100,25000,1,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1775,4,8,100,25000,1,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1776,4,8,100,1000,0,0.5,98,96,94,83,30,17,,
1776,4,8,100,1000,0,0.75,98,96,68,62,0,0,,
1776,4,8,100,1000,0,1,91,89,18,16,0,0,,
1776,4,8,100,15000,0,0.5,98,,97,88,68,40,,
1776,4,8,100,15000,0,0.75,98,,94,85,28,16,,
1776,4,8,100,15000,0,1,98,,62,56,2,1,,
1776,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1776,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1776,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1777,4,8,100,1000,0,0.5,98,96,97,85,36,20,,
1777,4,8,100,1000,0,0.75,98,96,76,69,4,2,,
1777,4,8,100,1000,0,1,90,88,19,17,0,0,,
1777,4,8,100,5000,0,0.5,98,96,98,89,60,33,,
1777,4,8,100,5000,0,0.75,98,96,92,83,22,13,,
1777,4,8,100,5000,0,1,97,96,62,57,0,0,,
1777,4,8,100,15000,0,0.5,98,,98,89,64,37,,
1777,4,8,100,15000,0,0.75,98,,92,84,28,18,,
1777,4,8,100,15000,0,1,97,,63,57,0,0,,
1777,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1777,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1777,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1778,4,8,100,1000,0,0.5,98,96,95,82,36,21,,
1778,4,8,100,1000,0,0.75,98,96,72,64,4,2,,
1778,4,8,100,1000,0,1,91,89,24,21,0,0,,
1778,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1778,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1778,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1779,4,8,100,1000,0,0.5,98,96,94,82,34,19,,
1779,4,8,100,1000,0,0.75,97,95,70,62,4,3,,
1779,4,8,100,1000,0,1,89,87,21,17,0,0,,
1779,4,8,100,5000,0,0.5,98,96,96,85,56,31,,
1779,4,8,100,5000,0,0.75,98,96,88,78,12,6,,
1779,4,8,100,5000,0,1,97,96,60,53,0,0,,
1779,4,8,100,15000,0,0.5,98,,96,85,56,31,,
1779,4,8,100,15000,0,0.75,98,,92,82,20,11,,
1779,4,8,100,15000,0,1,97,96,63,56,2,1,,
1779,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1779,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1779,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1780,4,8,100,1000,0,0.5,98,96,94,82,20,10,,
1780,4,8,100,1000,0,0.75,98,96,70,63,0,0,,
1780,4,8,100,1000,0,1,89,87,14,12,0,0,,
1780,4,8,100,5000,0,0.5,98,96,96,86,68,38,,
1780,4,8,100,5000,0,0.75,98,96,88,79,20,12,,
1780,4,8,100,5000,0,1,98,96,59,53,0,0,,
1781,4,8,100,1000,0,0.5,98,96,94,84,40,22,,
1781,4,8,100,1000,0,0.75,98,96,71,65,8,4,,
1781,4,8,100,1000,0,1,90,88,16,14,0,0,,
1781,4,8,100,5000,0,0.5,98,96,97,89,86,49,,
1781,4,8,100,5000,0,0.75,98,96,92,84,34,20,,
1781,4,8,100,5000,0,1,98,96,57,52,4,1,,
1781,4,8,100,15000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1781,4,8,100,15000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1781,4,8,100,15000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1782,4,8,100,5000,0,0.5,99,97,97,87,50,31,,
1782,4,8,100,5000,0,0.75,99,97,90,82,20,13,,
1782,4,8,100,5000,0,1,99,97,65,59,0,0,,
1783,4,8,100,1000,0,0.5,97,95,92,81,28,14,,
1783,4,8,100,1000,0,0.75,97,95,68,61,2,0,,
1783,4,8,100,1000,0,1,89,87,15,13,0,0,,
1783,4,8,100,5000,0,0.5,97,95,99,88,74,41,,
1783,4,8,100,5000,0,0.75,97,95,90,81,20,11,,
1783,4,8,100,5000,0,1,97,95,55,49,0,0,,
1783,4,8,100,15000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1783,4,8,100,15000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1783,4,8,100,15000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1783,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1783,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1783,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1784,4,8,100,1000,0,0.5,98,96,93,82,36,21,,
1784,4,8,100,1000,0,0.75,98,96,79,71,2,1,,
1784,4,8,100,1000,0,1,91,89,26,22,0,0,,
1784,4,8,100,5000,0,0.5,98,96,96,86,62,36,,
1784,4,8,100,5000,0,0.75,98,96,90,81,22,14,,
1784,4,8,100,5000,0,1,98,96,61,55,0,0,,
1784,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1784,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1784,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1785,4,8,100,15000,0,0.5,98,,97,87,62,35,,
1785,4,8,100,15000,0,0.75,98,,89,81,18,11,,
1785,4,8,100,15000,0,1,97,,60,53,0,0,,
1786,4,8,100,1000,0,0.5,98,96,92,80,18,9,,
1786,4,8,100,1000,0,0.75,98,96,66,59,2,1,,
1786,4,8,100,1000,0,1,91,89,18,15,0,0,,
1786,4,8,100,5000,0,0.5,98,96,97,87,48,29,,
1786,4,8,100,5000,0,0.75,98,96,88,79,18,11,,
1786,4,8,100,5000,0,1,98,96,60,53,2,1,,
1786,4,8,100,15000,0,0.5,98,,96,86,54,31,,
1786,4,8,100,15000,0,0.75,98,,89,80,16,9,,
1786,4,8,100,15000,0,1,98,,61,54,0,0,,
1786,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1786,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1786,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1787,4,8,100,1000,0,0.5,99,96,92,82,42,23,,
1787,4,8,100,1000,0,0.75,99,96,79,71,10,7,,
1787,4,8,100,1000,0,1,90,88,19,17,0,0,,
1787,4,8,100,5000,0,0.5,99,97,96,86,76,44,,
1787,4,8,100,5000,0,0.75,99,97,91,82,26,15,,
1787,4,8,100,5000,0,1,98,96,61,55,2,1,,
1787,4,8,100,15000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1787,4,8,100,15000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1787,4,8,100,15000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1787,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1787,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1787,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1788,4,8,100,1000,0,0.5,98,96,94,81,26,15,,
1788,4,8,100,1000,0,0.75,98,96,76,67,2,1,,
1788,4,8,100,1000,0,1,90,88,21,17,0,0,,
1788,4,8,100,5000,0,0.5,98,96,97,86,56,32,,
1788,4,8,100,5000,0,0.75,98,96,92,82,20,12,,
1788,4,8,100,5000,0,1,98,96,61,54,0,0,,
1788,4,8,100,15000,0,0.5,98,,97,87,52,30,,
1788,4,8,100,15000,0,0.75,98,,94,84,16,10,,
1788,4,8,100,15000,0,1,98,,64,57,2,0,,
1788,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1788,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1788,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1789,4,8,100,5000,0,0.5,98,96,96,86,50,29,,
1789,4,8,100,5000,0,0.75,98,96,86,78,6,4,,
1789,4,8,100,5000,0,1,98,96,55,50,0,0,,
1789,4,8,100,15000,0,0.5,98,,97,87,70,39,,
1789,4,8,100,15000,0,0.75,98,,92,84,28,17,,
1789,4,8,100,15000,0,1,98,,63,57,0,0,,
1789,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1789,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1789,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1790,4,8,100,1000,0,0.5,97,95,93,80,24,13,,
1790,4,8,100,1000,0,0.75,97,95,67,59,0,0,,
1790,4,8,100,1000,0,1,89,87,17,14,0,0,,
1790,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1790,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1790,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1791,4,8,100,1000,0,0.5,99,97,93,81,34,20,,
1791,4,8,100,1000,0,0.75,98,96,68,61,8,5,,
1791,4,8,100,1000,0,1,92,90,19,17,0,0,,
1791,4,8,100,5000,0,0.5,99,97,95,85,65,39,,
1791,4,8,100,5000,0,0.75,98,96,87,78,20,14,,
1791,4,8,100,5000,0,1,98,96,53,48,2,1,,
1792,4,8,100,1000,0,0.5,98,96,88,77,24,11,,
1792,4,8,100,1000,0,0.75,98,96,69,62,2,0,,
1792,4,8,100,1000,0,1,90,88,18,16,0,0,,
1792,4,8,100,5000,0,0.5,98,96,95,85,62,34,,
1792,4,8,100,5000,0,0.75,98,96,87,79,20,11,,
1792,4,8,100,5000,0,1,98,96,58,52,0,0,,
1792,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1792,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1792,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1793,4,8,100,1000,0,0.5,98,96,95,82,40,22,,
1793,4,8,100,1000,0,0.75,98,96,75,66,4,2,,
1793,4,8,100,1000,0,1,88,86,18,15,0,0,,
1793,4,8,100,5000,0,0.5,98,96,94,83,40,22,,
1793,4,8,100,5000,0,0.75,98,96,86,77,10,6,,
1793,4,8,100,5000,0,1,98,96,58,51,0,0,,
1793,4,8,100,15000,0,0.5,98,96,95,84,52,28,,
1793,4,8,100,15000,0,0.75,98,96,86,77,4,2,,
1793,4,8,100,15000,0,1,98,96,56,50,0,0,,
1793,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1793,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1793,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1794,4,8,100,5000,0,0.5,99,97,97,85,54,31,,
1794,4,8,100,5000,0,0.75,99,97,89,79,10,6,,
1794,4,8,100,5000,0,1,99,97,60,53,0,0,,
1794,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1794,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1794,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1795,4,8,100,1000,0,0.5,98,96,95,83,34,20,,
1795,4,8,100,1000,0,0.75,98,96,77,70,0,0,,
1795,4,8,100,1000,0,1,91,89,23,19,0,0,,
1795,4,8,100,5000,0,0.5,98,96,96,86,72,42,,
1795,4,8,100,5000,0,0.75,98,96,91,82,28,17,,
1795,4,8,100,5000,0,1,97,95,63,57,0,0,,
1795,4,8,100,15000,0,0.5,98,,96,86,66,38,,
1795,4,8,100,15000,0,0.75,98,,92,83,30,19,,
1795,4,8,100,15000,0,1,97,,64,58,0,0,,
1795,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1795,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1795,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1796,4,8,100,1000,0,0.5,98,96,94,82,26,14,,
1796,4,8,100,1000,0,0.75,98,96,67,60,0,0,,
1796,4,8,100,1000,0,1,88,87,13,10,0,0,,
1796,4,8,100,15000,0,0.5,98,,95,86,54,30,,
1796,4,8,100,15000,0,0.75,98,,88,80,16,9,,
1796,4,8,100,15000,0,1,98,,64,58,0,0,,
1796,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1796,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1796,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1797,4,8,100,1000,0,0.5,99,97,94,82,30,15,,
1797,4,8,100,1000,0,0.75,98,96,68,61,4,2,,
1797,4,8,100,1000,0,1,91,90,18,16,0,0,,
1797,4,8,100,5000,0,0.5,99,97,97,87,48,27,,
1797,4,8,100,5000,0,0.75,99,97,88,79,10,5,,
1797,4,8,100,5000,0,1,99,97,65,58,2,0,,
1797,4,8,100,15000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1797,4,8,100,15000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1797,4,8,100,15000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1797,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1797,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1797,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1798,4,8,100,1000,0,0.5,98,96,95,85,54,31,,
1798,4,8,100,1000,0,0.75,98,96,79,72,4,2,,
1798,4,8,100,1000,0,1,90,88,17,15,0,0,,
1798,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1798,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1798,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1799,4,8,100,1000,0,0.5,98,96,93,81,24,13,,
1799,4,8,100,1000,0,0.75,98,96,69,61,0,0,,
1799,4,8,100,1000,0,1,91,89,18,15,0,0,,
1799,4,8,100,25000,0,0.5,DNF,DNF,DNF,DNF,DNF,DNF,,
1799,4,8,100,25000,0,0.75,DNF,DNF,DNF,DNF,DNF,DNF,,
1799,4,8,100,25000,0,1,DNF,DNF,DNF,DNF,DNF,DNF,,
1800,4,8,100,1000,0,0.5,98,96,93,84,42,22,,
1800,4,8,100,1000,0,0.75,98,96,76,69,4,2,,
1800,4,8,100,1000,0,1,91,89,19,16,0,0,,
1800,4,8,100,5000,0,0.5,98,96,95,86,62,34,,
